Acid Splash~PHB~0~C~hurl bubble acid choose one creature see within range choose two creature see within range within 5 foot target must succeed dexterity save throw take damage acid damage~{'dice': ['1d6'], 'damage': ['1d6', '2d6', '3d6', '4d6'], 'saving_throw_types': 'Dexterity', 'conditions': 'None'}
Aid~PHB~2~A~spell bolster ally toughness resolve choose three creature within range target hit point maximum current hit point increase 5 duration~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'None', 'conditions': 'None'}
Crown of Stars~XGE~7~V~seven starlike mote light appear orbit head spell end use bonus action send one motes streak toward one creature object within 120 foot make range spell attack hit target take damage radiant damage whether hit miss mote expend spell end early expend last mote four mote remain shed bright light 30foot radius dim light additional 30 foot one three motes remain shed dim light 30foot radius~{'dice': 'None', 'damage': ['4d12'], 'saving_throw_types': 'None', 'conditions': 'None'}
Danse Macabre~XGE~5~N~thread dark power leap finger pierce five small medium corps see within range corpse immediately stand becomes undead decide whether creature zombie creature zombie statistic creature zombie creature zombie monster manual gain bonus attack damage roll equal spellcasting ability modifier use bonus action mentally command creature make spell issue command receive command creature must within 60 foot decide action creature take move next turn issue general command guard chamber passageway foe issue command creatures nothing except defend hostile creature give order creature continue follow task complete creature control spell end become inanimate~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'None', 'conditions': 'None'}
Dawn~XGE~5~V~light dawn shine location specify within range spell end 30footradius 40foothigh cylinder bright light glimmer light sunlight cylinder appear creature must make constitution save throw take damage radiant damage fail save half much damage successful one creature must also make save throw whenever end turn cylinder youre within 60 foot cylinder move 60 foot bonus action turn~{'dice': 'None', 'damage': ['4d10'], 'saving_throw_types': 'this', 'conditions': 'None'}
Dragon's Breath~XGE~2~T~touch one willing creature imbue power spew magical energy mouth provide one choose acid cold fire lightning poison spell end creature use action exhale energy choose type 15foot cone creature area must make dexterity save throw take damage damage choose type fail save half much damage successful one~{'dice': 'None', 'damage': ['3d6'], 'saving_throw_types': 'Dexterity', 'conditions': 'None'}
Druid Grove~XGE~6~A~invoke spirit nature protect area outdoors underground area small 30foot cube large 90foot cube building structure exclude affected area cast spell area every day year spell last dispel spell create follow effect within area cast spell specify creature friends immune effect also specify password speak aloud make speaker immune effect entire ward area radiates magic spell dispel magic cast area successful remove one follow effect entire area spell caster chooses effect end effect go spell dispel fill number 5foot square ground thick fog make heavily obscure fog reach 10 foot high addition every foot movement fog cost 2 extra foot creature immune effect fog obscure nothing look like soft mist mote green light float air fill number 5foot square ground arent fill fog grasp weed vine affect spell entangle spell creature immune effect weed vine feel soft reshape serve temporary seat bed animate four tree area cause uproot ground tree statistic creature awaken tree appear monster manual except cant speak bark cover druidic symbols creature immune effect enters ward area grove guardian fight driven slain intruder grove guardian also obey spoken command action require issue area dont give command intruder present grove guardian nothing grove guardian cant leave ward area spell end magic animate disappears tree take root possible place choice one follow magical effect within warded area constant spell gust wind two location choice spell spike growth one location choice spell wind wall two location choice creature immune effect wind fragrant gentle breeze area spell spike growth harmless~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'None', 'conditions': 'None'}
Dust Devil~XGE~2~C~choose unoccupied 5foot cube air see within range elemental force resembles dust devil appear cube last spell duration creature end turn within 5 foot dust devil must make strength save throw fail save creature take damage bludgeon damage push 10 foot away dust devil successful save creature take half much damage isnt push bonus action move dust devil 30 foot direction dust devil move sand dust loose dirt light gravel suck material form 10footradius cloud debris around last start next turn cloud heavily obscure area~{'dice': 'None', 'damage': ['1d8'], 'saving_throw_types': 'Strength', 'conditions': 'None'}
Earth Tremor~XGE~1~V~cause tremor ground within range creature area must make dexterity save throw fail save creature take damage bludgeon damage knock condition prone ground area loose earth stone become quickref difficult terrain3 clear 5footdiameter portion require least 1 minute clear hand~{'dice': 'None', 'damage': ['1d6'], 'saving_throw_types': 'Dexterity', 'conditions': 'prone'}
Earthbind~XGE~2~T~choose one creature see within range yellow strip magical energy loop around creature target must succeed strength save throw fly speed reduce 0 foot spell duration airborne creature affect spell safely descend 60 foot per round reach ground spell end~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'Strength', 'conditions': 'None'}
Elemental Bane~XGE~4~T~choose one creature see within range choose one follow damage type acid cold fire lightning thunder target must succeed constitution save throw affect spell duration first time turn affect target take damage choose type target take extra damage damage type moreover target lose resistance damage type spell end~{'dice': 'None', 'damage': ['2d6'], 'saving_throw_types': 'Constitution', 'conditions': 'None'}
Enemies Abound~XGE~3~E~reach mind one creature see force make intelligence save throw creature automatically succeed immune condition frighten failed save target lose ability distinguish friend foe regard creature see enemy spell end time target take damage repeat save throw end effect success whenever affected creature choose another creature target must choose target random among creature see within range attack spell ability use enemy provokes opportunity attack affected creature creature must make attack able~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'the', 'conditions': 'frightened'}
Enervation~XGE~5~N~tendril inky darkness reach touching creature see within range drain life target must make dexterity save throw successful save target take damage necrotic damage spell end failed save target take damage necrotic damage spell end use action turn automatically deal damage necrotic damage target spell end use action anything else target ever outside spell range target total cover whenever spell deal damage target regain hit point equal half amount necrotic damage target take~{'dice': 'None', 'damage': ['2d8', '4d8', '4d8'], 'saving_throw_types': 'Dexterity', 'conditions': 'None'}
Erupting Earth~XGE~3~T~choose point see ground within range fountain churn earth stone erupt 20foot cube center point creature area must make dexterity save throw creature take damage bludgeon damage fail save half much damage successful one additionally ground area become quickref difficult terrain3 clear 5footsquare portion area require least 1 minute clear hand~{'dice': 'None', 'damage': ['3d12'], 'saving_throw_types': 'Dexterity', 'conditions': 'None'}
Far Step~XGE~5~C~teleport 60 foot unoccupied space see turn spell end use bonus action teleport way~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'None', 'conditions': 'None'}
Find Greater Steed~XGE~4~C~summon spirit assume form loyal majestic mount appear unoccupied space within range spirit take form choose creature griffon creature griffon creature griffon creature griffon creature griffon creature sabertoothed tiger creature statistic provide monster manual chosen form though celestial fey fiend choice instead normal creature type additionally intelligence score 5 low intelligence become 6 gain ability understand one language choice speak control mount combat mount within 1 mile communicate telepathically mount make spell cast target also target mount mount disappears temporarily drop 0 hit point dismiss action cast spell resummons bond mount hit point restore condition remove cant one mount bond spell spell find steed time action release mount bond cause disappear permanently whenever mount disappear leave behind object wear carry dms permission paladin summon spirit form creature griffon use find great steed spell appear xanathars guide everything~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'None', 'conditions': 'None'}
Flame Arrows~XGE~3~T~touch quiver contain arrow bolt target hit ranged weapon attack use piece ammunition drawn quiver target take extra damage fire damage spell magic end piece ammunition hit miss spell end twelve piece ammunition draw quiver~{'dice': 'None', 'damage': ['1d6'], 'saving_throw_types': 'None', 'conditions': 'None'}
Frostbite~XGE~0~V~cause numb frost form one creature see within range target must make constitution save throw fail save target take damage cold damage disadvantage next weapon attack roll make end next turn spell damage increase dice reach 5th level damage 11th level damage 17th level damage~{'dice': ['1d6'], 'damage': ['1d6', '2d6', '3d6', '4d6'], 'saving_throw_types': 'Constitution', 'conditions': 'None'}
Guardian of Nature~XGE~4~T~nature spirit answer call transforms powerful guardian transformation last spell end choose one follow form assume primal beast great tree bestial fur cover body facial feature become feral gain follow benefit walk speed increase 10 foot gain sense darkvision range 120 foot make strengthbased attack roll advantage melee weapon attack deal extra damage force damage hit skin appear barky leaf sprout hair gain follow benefit gain 10 temporary hit point make constitution saving throw advantage make dexterity wisdombased attack roll advantage ground ground within 15 foot quickref difficult terrain3 enemy~{'dice': 'None', 'damage': ['1d6'], 'saving_throw_types': 'Constitution', 'conditions': 'None'}
Gust~XGE~0~T~seize air compel create one follow effect point see within range one medium small creature choose must succeed strength save throw push 5 foot away create small blast air capable move one object neither hold carry weighs 5 pound object push 10 foot away isnt push enough force cause damage create harmless sensory effect use air cause leaf rustle wind slam shutter close clothing ripple breeze~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'Strength', 'conditions': 'None'}
Healing Spirit~XGE~2~C~call forth nature spirit soothe wound intangible spirit appear space 5foot cube see within range spirit look like transparent beast fey choice spell end whenever creature see move spirit space first time turn start turn cause spirit restore dice hit point creature action require spirit cant heal construct undead spirit heal number time equal 1 spellcasting ability modifier minimum twice heal number time spirit disappears bonus action turn move spirit 30 foot space see~{'dice': ['1d6'], 'damage': 'None', 'saving_throw_types': 'None', 'conditions': 'None'}
Holy Weapon~XGE~5~V~imbue weapon touch holy power spell end weapon emits bright light 30foot radius dim light additional 30 foot addition weapon attack make deal extra damage radiant damage hit weapon isnt already magic weapon become one duration bonus action turn dismiss spell cause weapon emit burst radiance creature choice see within 30 foot weapon must make constitution save throw fail save creature take damage radiant damage condition blind 1 minute successful save creature take half much damage isnt condition blind end turn condition blind creature make constitution save throw end effect success~{'dice': 'None', 'damage': ['2d8', '4d8'], 'saving_throw_types': 'Constitution', 'conditions': 'blinded'}
Ice Knife~XGE~1~C~create shard ice fling one creature within range make range spell attack target hit target take damage pierce damage hit miss shard explode target creature within 5 foot must succeed dexterity save throw take damage cold damage~{'dice': 'None', 'damage': ['1d10', '2d6'], 'saving_throw_types': 'Dexterity', 'conditions': 'None'}
Illusory Dragon~XGE~8~I~gather thread shadow material shadowfell create huge shadowy dragon unoccupied space see within range illusion last spell duration occupies space creature illusion appear enemy see must succeed wisdom save throw become condition frighten 1 minute condition frighten creature end turn location doesnt line sight illusion repeat save throw end effect success bonus action turn move illusion 60 foot point movement cause exhale blast energy 60foot cone originate space create dragon choose damage type acid cold fire lightning necrotic poison creature cone must make intelligence save throw take damage damage choose damage type fail save half much damage successful one illusion tangible shadow stuff use create attack miss automatically succeed save throw immune damage condition creature use action examine dragon determine illusion succeed intelligence skill investigation check spell save dc creature discern illusion creature see advantage save throw breath~{'dice': 'None', 'damage': ['7d6'], 'saving_throw_types': 'on', 'conditions': 'frightened'}
Immolation~XGE~5~V~flame wreathe one creature see within range target must make dexterity save throw take damage fire damage fail save half much damage successful one fail save target also burn spell duration burn target shed bright light 30foot radius dim light additional 30 foot end turn target repeat save throw take damage fire damage fail save spell end successful one magical flame cant extinguished nonmagical mean damage spell kill target target turned ash~{'dice': 'None', 'damage': ['8d6', '4d6'], 'saving_throw_types': 'the', 'conditions': 'None'}
Infernal Calling~XGE~5~C~utter dark incantation summon devil nine hell choose devil type must one filter challenge rating 6 lowerbestiarychallenge rating06tagdevilmiscellaneousswarm creature barb devil creature barb devil devil appear unoccupied space see within range devil disappear drop 0 hit point spell end devil unfriendly toward companion roll initiative devil turn dungeon master control act accord nature turn might result attack think prevail try tempt undertake evil act exchange limited service dm creatures statistic turn try issue verbal command devil action require obeys command likely outcome accordance desire especially result would draw toward evil otherwise must make charisma skill deception skill intimidation skill persuasion check contest wisdom skill insight check make check advantage say devil true name check fails devil becomes immune verbal command duration spell though still carry command choose check succeed devil carry commandsuch attack enemy explore room ahead bear message queenuntil complete activity point return report do status concentration end spell reach full duration devil doesnt disappear become immune verbal command instead act whatever manner choose dice minute disappear possess individual devil talisman summon devil appropriate challenge rating plus 1 obeys command charisma check require~{'dice': ['3d6'], 'damage': 'None', 'saving_throw_types': 'None', 'conditions': 'None'}
Infestation~XGE~0~C~cause cloud mites fleas parasite appear momentarily one creature see within range target must succeed constitution save throw take damage poison damage move 5 foot random direction move speed least 5 foot roll dice d4 direction 1 north 2 south 3 east 4 west movement doesnt provoke opportunity attack direction roll block target doesnt move spell damage increase dice reach 5th level damage 11th level damage 17th level damage~{'dice': ['1d6'], 'damage': ['1d6', '2d6', '3d6', '4d6'], 'saving_throw_types': 'Constitution', 'conditions': 'None'}
Investiture of Flame~XGE~6~T~flame race across body shed bright light 30foot radius dim light additional 30 foot spell duration flame dont harm spell end gain follow benefit immune fire damage resistance cold damage creature move within 5 foot first time turn end turn take damage fire damage use action create line fire 15 foot long 5 foot wide extend direction choose creature line must make dexterity save throw creature take damage fire damage fail save half much damage successful one~{'dice': 'None', 'damage': ['1d10', '4d8'], 'saving_throw_types': 'Dexterity', 'conditions': 'None'}
Investiture of Ice~XGE~6~T~spell end ice rime body gain follow benefit immune cold damage resistance fire damage move across quickref difficult terrain3 create ice snow without spend extra movement ground 10foot radius around icy quickref difficult terrain3 creature radius move use action create 15foot cone freezing wind extend outstretched hand direction choose creature cone must make constitution save throw creature take damage cold damage fail save half much damage successful one creature fail save effect speed halve start next turn~{'dice': 'None', 'damage': ['4d6'], 'saving_throw_types': 'Constitution', 'conditions': 'None'}
Investiture of Stone~XGE~6~T~spell end bit rock spread across body gain follow benefit resistance bludgeon pierce slash damage nonmagical attack use action create small earthquake ground 15foot radius center creature ground must succeed dexterity save throw knock condition prone move across quickref difficult terrain3 make earth stone without spend extra movement move solid earth stone air without destabilize cant end movement eject near unoccupied space spell end condition prone end next turn~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'Dexterity', 'conditions': 'prone'}
Investiture of Wind~XGE~6~T~spell end wind whirl around gain follow benefit range weapon attack make disadvantage attack roll gain fly speed 60 foot still fly spell end fall unless somehow prevent use action create 15foot cube swirl wind center point see within 60 foot creature area must make constitution save throw creature take damage bludgeon damage fail save half much damage successful one large small creature fails save creature also push 10 foot away center cube~{'dice': 'None', 'damage': ['2d10'], 'saving_throw_types': 'Constitution', 'conditions': 'None'}
Invulnerability~XGE~9~A~immune damage spell end~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'None', 'conditions': 'None'}
Life Transference~XGE~3~N~sacrifice health mend another creature injury take damage necrotic damage cant reduce way one creature choice see within range regains number hit point equal twice necrotic damage take~{'dice': 'None', 'damage': ['4d8'], 'saving_throw_types': 'None', 'conditions': 'None'}
Maddening Darkness~XGE~8~V~magical darkness spread point choose within range fill 60footradius sphere spell end darkness spread around corner creature sense darkvision cant see darkness nonmagical light well light create spell 8th level lower cant illuminate area shriek gibber mad laughter heard within sphere whenever creature start turn sphere must make wisdom save throw take damage psychic damage fail save half much damage successful one~{'dice': 'None', 'damage': ['8d8'], 'saving_throw_types': 'Wisdom', 'conditions': 'None'}
Maelstrom~XGE~5~V~swirl mass 5footdeep water appear 30foot radius center point see within range point must grind body water spell end area quickref difficult terrain3 creature start turn must succeed strength save throw take damage bludgeoning damage pull 10 foot toward center~{'dice': 'None', 'damage': ['6d6'], 'saving_throw_types': 'Strength', 'conditions': 'None'}
Magic Stone~XGE~0~T~touch one three pebble imbue magic someone else make ranged spell attack one pebbles throw hurl item slingphb throw pebble range 60 foot someone else attack pebble attacker add spellcasting ability modifier attacker attack roll hit target take bludgeoning damage equal damage spellcasting ability modifier whether attack hit miss spell end stone cast spell spell end pebble still affect previous casting~{'dice': 'None', 'damage': ['1d6'], 'saving_throw_types': 'None', 'conditions': 'None'}
Mass Polymorph~XGE~9~T~transform ten creatures choice see within range unwilling target must succeed wisdom save throw resist transformation unwilling shapechanger automatically succeed save target assumes beast form choice choose form different one target new form filter beastbestiarytypebeastmiscellaneousswarm see whose challenge rating equal less target half target level target doesnt challenge rating target game statistic include mental ability score replace statistic choose beast target retains hit point alignment personality target gain number temporary hit point equal hit point new form temporary hit point cant replace temporary hit point another source target revert normal form temporary hit point die spell end creature lose temporary hit point revert normal form creature limited action perform nature new form cant speak cast spell anything else require hand speech target gear meld new form target cant activate use wield otherwise benefit equipment~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'Wisdom', 'conditions': 'None'}
Maximilian's Earthen Grasp~XGE~2~T~choose 5footsquare unoccupied space ground see within range medium hand make compacted soil rise reach one creature see within 5 foot target must make strength save throw fail save target take damage bludgeon damage condition restrain spell duration action cause hand crush condition restrain target must make strength save throw target take damage bludgeon damage fail save half much damage successful one break condition restrain target use action make strength check spell save dc success target escape long condition restrain hand action cause hand reach different creature move different unoccupied space within range hand release condition restrain target either~{'dice': 'None', 'damage': ['2d6', '2d6'], 'saving_throw_types': 'Strength', 'conditions': 'restrained'}
Melf's Minute Meteors~XGE~3~V~create six tiny meteor space float air orbit spell duration cast spelland bonus action turn thereafteryou expend one two meteor send streak toward point point choose within 120 foot meteor reach destination impact solid surface meteor explode creature within 5 foot point meteor explodes must make dexterity save throw creature take damage fire damage fail save half much damage successful one~{'dice': 'None', 'damage': ['2d6'], 'saving_throw_types': 'Dexterity', 'conditions': 'None'}
Mental Prison~XGE~6~I~attempt bind creature within illusory cell perceive one creature see within range must make intelligence save throw target succeed automatically immune condition charm successful save target take damage psychic damage spell end failed save target take damage psychic damage make area immediately around target space appear dangerous way might cause target perceive surround fire floating razor hideous maw fill drip teeth whatever form illusion take target cant see hear anything beyond condition charm spell duration target move illusion make melee attack reach part body target take damage psychic damage spell end~{'dice': 'None', 'damage': ['5d10', '5d10', '10d10'], 'saving_throw_types': 'Intelligence', 'conditions': 'charmed'}
Mighty Fortress~XGE~8~C~fortress stone erupts square area ground choice see within range area 120 foot side must build structure creatures area harmlessly lift fortress rise fortress four turret square base one 20 foot side 30 foot tall one turret corner turret connect stone wall 80 foot long create enclose area wall 1 foot thick compose panel 10 foot wide 20 foot tall panel contiguous two panel one panel turret place four stone door fortresss out wall small keep stand inside enclosed area keep square base 50 foot side three floor 10foothigh ceiling floor divide many room like provided room least 5 foot side floor keep connect stone staircases wall 6 inch thick interior room stone door open archway choose keep furnished decorate however like contains sufficient food serve ninecourse banquet 100 people day furnishing food object create spell crumble dust remove fortress staff one hundred invisible servant obeys command give creature designate cast spell servant function create unseen servant spell wall turret keep make stone damage 10footby10foot section stone ac 15 30 hit point per inch thickness immune poison psychic damage reduce section stone 0 hit point destroys might cause connected section buckle collapse dm discretion 7 day cast spell somewhere else fortress harmlessly crumble sink back ground leave creature inside safely ground cast spell spot every 7 day year make fortress permanent~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'None', 'conditions': 'None'}
Mind Spike~XGE~2~D~reach mind one creature see within range target must make wisdom save throw take damage psychic damage fail save half much damage successful one fail save also always know target location spell end two plane existence knowledge target cant become hidden condition invisible gain benefit condition~{'dice': 'None', 'damage': ['3d8'], 'saving_throw_types': 'Wisdom', 'conditions': 'invisible'}
Mold Earth~XGE~0~T~choose portion dirt stone see within range fit within 5foot cube manipulate one follow way target area loose earth instantaneously excavate move along grind deposit 5 foot away movement doesnt involve enough force cause damage cause shape color appear dirt stone spelling word create image shape pattern change last 1 hour dirt stone target ground cause become quickref difficult terrain3 alternatively cause ground become normal terrain already quickref difficult terrain3 change last 1 hour cast spell multiple time two noninstantaneous effect active time dismiss effect action~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'None', 'conditions': 'None'}
Negative Energy Flood~XGE~5~N~send ribbon negative energy one creature see within range unless target undead must make constitution save throw take damage necrotic damage fail save half much damage successful one target kill damage rise creature zombie start next turn zombie pursue whatever creature see close statistic creature zombie monster manual target undead spell target doesnt make save throw instead roll dice target gain half total temporary hit point~{'dice': ['5d12'], 'damage': ['5d12'], 'saving_throw_types': 'a', 'conditions': 'None'}
Power Word Pain~XGE~7~E~speak word power cause wave intense pain assail one creature see within range target 100 hit point few subject crippling pain otherwise spell effect target also unaffected immune condition charm target affect cripple pain speed high 10 foot target also disadvantage attack roll ability check save throw constitution save throw finally target try cast spell must first succeed constitution save throw cast fails spell waste target suffer pain make constitution save throw end turn successful save pain end~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'Constitution', 'conditions': 'charmed'}
Primal Savagery~XGE~0~T~channel primal magic cause teeth fingernail sharpen ready deliver corrosive attack make melee spell attack one creature within 5 foot hit target take damage acid damage make attack teeth fingernails return normal spell damage increase dice reach 5th level damage 11th level damage 17th level damage~{'dice': ['1d10'], 'damage': ['1d10', '2d10', '3d10', '4d10'], 'saving_throw_types': 'None', 'conditions': 'None'}
Primordial Ward~XGE~6~A~resistance acid cold fire lightning thunder damage spell duration take damage one type use reaction gain immunity type damage include trigger damage resistance end immunity end next turn time spell end~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'None', 'conditions': 'None'}
Psychic Scream~XGE~9~E~unleash power mind blast intellect ten creature choice see within range creature intelligence score 2 low unaffected target must make intelligence save throw fail save target take damage psychic damage condition stun successful save target take half much damage isnt condition stun target kill damage head explodes assume one condition stun target make intelligence save throw end turn successful save stun effect end~{'dice': 'None', 'damage': ['14d6'], 'saving_throw_types': 'Intelligence', 'conditions': 'stunned'}
Pyrotechnics~XGE~2~T~choose area nonmagical flame see fit within 5foot cube within range extinguish fire area create either firework smoke target explodes dazzling display color creature within 10 foot target must succeed constitution save throw become condition blind end next turn thick black smoke spread target 20foot radius move around corner area smoke heavily obscure smoke persist 1 minute strong wind disperses~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'Constitution', 'conditions': 'blinded'}
Scatter~XGE~6~C~air quiver around five creature choice see within range unwilling creature must succeed wisdom save throw resist spell teleport affect target unoccupied space see within 120 foot space must grind floor~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'Wisdom', 'conditions': 'None'}
Shadow Blade~XGE~2~I~weave together thread shadow create sword solidify gloom hand magic sword last spell end count simple melee weapon proficient deal damage psychic damage hit finesse light thrown property range 2060 addition use sword attack target dim light darkness make attack roll advantage drop weapon throw dissipate end turn thereafter spell persists use bonus action cause sword reappear hand~{'dice': 'None', 'damage': ['2d8'], 'saving_throw_types': 'None', 'conditions': 'None'}
Shadow of Moil~XGE~4~N~flamelike shadow wreathe body spell end cause become heavily obscured others shadow turn dim light within 10 foot darkness bright light area dim light spell end resistance radiant damage addition whenever creature within 10 foot hit attack shadow lash creature deal damage necrotic damage~{'dice': 'None', 'damage': ['2d8'], 'saving_throw_types': 'None', 'conditions': 'None'}
Shape Water~XGE~0~T~choose area water see within range fit within 5foot cube manipulate one follow way instantaneously move otherwise change flow water direct 5 foot direction movement doesnt enough force cause damage cause water form simple shape animate direction change last 1 hour change water color opacity water must change way throughout change last 1 hour freeze water provide creature water unfreeze 1 hour cast spell multiple time two noninstantaneous effect active time dismiss effect action~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'None', 'conditions': 'None'}
Sickening Radiance~XGE~4~V~dim greenish light spread within 30footradius sphere center point choose within range light spread around corner last spell end creature move spell area first time turn start turn creature must succeed constitution save throw take damage radiant damage suffers one level condition exhaustion emit dim greenish light 5foot radius light make impossible creature benefit condition exhaustion light level condition exhaustion cause spell go away spell end~{'dice': 'None', 'damage': ['4d10'], 'saving_throw_types': 'Constitution', 'conditions': 'exhaustion'}
Skill Empowerment~XGE~5~T~magic deepens creature understand talent touch one willing creature give expertise one skill choice spell end creature double proficiency bonus ability check make use choose skill must choose skill target proficient isnt already benefit effect expertise double proficiency bonus~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'None', 'conditions': 'None'}
Skywrite~XGE~2~T~cause ten word form part sky see word appear make cloud remain place spell duration word dissipate spell end strong wind disperse clouds end spell early~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'None', 'conditions': 'None'}
Snare~XGE~1~A~cast spell use rope create circle 5foot radius ground floor finish cast rope disappears circle become magic trap trap nearly invisible require successful intelligence skill investigation check spell save dc discern trap trigger small medium large creature move onto ground floor spell radius creature must succeed dexterity save throw magically hoist air leave hang upside 3 foot ground floor creature condition restrain spell end condition restrain creature make dexterity save throw end turn end effect success alternatively creature someone else reach use action make intelligence skill arcana check spell save dc success condition restrain effect end trap trigger spell end creature condition restrain~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'Dexterity', 'conditions': 'restrained'}
Snilloc's Snowball Swarm~XGE~2~V~flurry magic snowball erupts point choose within range creature 5footradius sphere center point must make dexterity save throw creature take damage cold damage fail save half much damage successful one~{'dice': 'None', 'damage': ['3d6'], 'saving_throw_types': 'Dexterity', 'conditions': 'None'}
Soul Cage~XGE~6~N~spell snatch soul humanoid dy trap inside tiny cage use material component steal soul remain inside cage spell end destroy cage end spell soul inside cage exploit way describe use trapped soul six time exploit soul sixth time release spell end soul trap dead humanoid come cant revive use bonus action drain vigor soul regain dice hit point ask soul question action require receive brief telepathic answer understand regardless language use soul know knew life must answer truthfully best ability answer sentence two might cryptic use bonus action bolster souls life experience make next attack roll ability check save throw advantage dont use benefit start next turn lose use action name place humanoid saw life creates invisible sensor somewhere place plane existence youre currently sensor remains long concentrate 10 minute status concentrationconcentrating spell receive visual auditory information sensor space use sens creature see sensor one use spell see invisibility sense truesight see translucent image torment humanoid whose soul cage~{'dice': ['2d8'], 'damage': 'None', 'saving_throw_types': 'or', 'conditions': 'None'}
Steel Wind Strike~XGE~5~C~flourish weapon use cast vanish strike like wind choose five creature see within range make melee spell attack target hit target take damage force damage teleport unoccupied space see within 5 foot one target hit missed~{'dice': 'None', 'damage': ['6d10'], 'saving_throw_types': 'None', 'conditions': 'None'}
Storm Sphere~XGE~4~V~20footradius sphere whirl air spring existence center point choose within range sphere remain spells duration creature sphere appear end turn must succeed strength save throw take damage bludgeoning damage spheres space quickref difficult terrain3 spell end use bonus action turn cause bolt lightning leap center sphere toward one creature choose within 60 foot center make range spell attack advantage attack roll target sphere hit target take damage lightning damage creature within 30 foot sphere disadvantage wisdom skill perception check make listen~{'dice': 'None', 'damage': ['2d6', '4d6'], 'saving_throw_types': 'Strength', 'conditions': 'None'}
Summon Greater Demon~XGE~4~C~utter foul word summon one demon chaos aby choose demon type must filter one challenge rating 5 lowerbestiarychallenge rating05tagdemonmiscellaneousswarm creature shadow demon creature shadow demon demon appear unoccupied space see within range demon disappear drop 0 hit point spell end roll initiative demon turn summon turn thereafter issue verbal command require action part tell must next turn issue command spend turn attack creature within reach attacked end demon turn make charisma save throw demon disadvantage save throw say true name fail save demon continue obey successful save control demon end rest duration demon spend turn pursue attack near nondemons best ability stop status concentrationconcentrating spell reach full duration uncontrolled demon doesnt disappear dice round still hit point part cast spell form circle ground blood use material component circle large enough encompass space spell last summon demon cant cross circle harm cant target anyone within use material component manner consumes spell end~{'dice': ['1d6'], 'damage': 'None', 'saving_throw_types': 'this', 'conditions': 'None'}
Summon Lesser Demons~XGE~3~C~utter foul word summon demon chaos abyss roll follow table determine appear dice d6 demon summon col1 textcenter col11 two filter demon challenge rating 1 lowerbestiarychallenge rating01tagdemonmiscellaneousswarm four filter demon challenge rating 12 lowerbestiarychallenge rating012tagdemonmiscellaneousswarm eight filter demon challenge rating 14 lowerbestiarychallenge rating014tagdemonmiscellaneousswarm dm choose demon creature mane creature mane choose unoccupied space see within range appear summon demon disappears drop 0 hit point spell end demon hostile creature include roll initiative summon demon group turn demon pursue attack near nondemons best ability part cast spell form circle ground blood use material component circle large enough encompass space spell last summon demon cant cross circle harm cant target anyone within use material component manner consumes spell end~{'dice': 'None', 'damage': 'None', 'saving_throw_types': 'None', 'conditions': 'None'}
Synaptic Static~XGE~5~E~choose point within range cause psychic energy explode creature 20footradius sphere center point must make intelligence save throw creature intelligence score 2 lower cant affect spell target take damage psychic damage fail save half much damage successful one fail save target muddle thought 1 minute time roll dice d6 subtracts number roll attack roll ability check well constitution save throw maintain status concentration target make intelligence saving throw end turn end effect success~{'dice': 'None', 'damage': ['8d6'], 'saving_throw_types': 'Intelligence', 'conditions': 'None'}
